location.name+A319,location.region,location.country,location.lat,location.lon,location.tz_id,location.localtime_epoch,location.localtime,current.last_updated_epoch,current.last_updated,current.temp_c,current.temp_f,current.is_day,current.condition.text,current.condition.icon,current.condition.code,current.wind_mph,current.wind_kph,current.wind_degree,current.wind_dir,current.pressure_mb,current.pressure_in,current.precip_mm,current.precip_in,current.humidity,current.cloud,current.feelslike_c,current.feelslike_f,current.vis_km,current.vis_miles,current.uv,current.gust_mph,current.gust_kph
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630226008,29-08-2021 14:03,1630225800,29-08-2021 14:00,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,9.4,15.1,300,WNW,1003,29.62,0,0,75,75,34.2,93.6,3,1,7,8.7,14
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630226926,29-08-2021 14:18,1630226700,29-08-2021 14:15,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,10.5,16.9,290,WNW,1003,29.62,0,0,75,75,34.2,93.6,3,1,7,8.7,14
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630227827,29-08-2021 14:33,1630224000,29-08-2021 13:30,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,10.5,16.9,290,WNW,1003,29.62,0,0,75,75,34.2,93.6,3,1,7,8.7,14
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630228729,29-08-2021 14:48,1630228500,29-08-2021 14:45,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,12.5,20.2,280,W,1003,29.62,0,0,75,75,34.2,93.6,3,1,7,8.7,14
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630229629,29-08-2021 15:03,1630229400,29-08-2021 15:00,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,12.5,20.2,280,W,1003,29.62,0,0,75,75,33.9,93,3,1,7,9.8,15.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630230530,29-08-2021 15:18,1630230300,29-08-2021 15:15,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,11.9,19.1,270,W,1003,29.62,0,0,75,75,33.9,93,3,1,7,9.8,15.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630231431,29-08-2021 15:33,1630227600,29-08-2021 14:30,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,11.9,19.1,270,W,1003,29.62,0,0,75,75,33.9,93,3,1,7,9.8,15.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630241058,29-08-2021 18:14,1630240200,29-08-2021 18:00,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,6.9,11.2,300,WNW,1002,29.59,0,0,75,75,33.5,92.3,3,1,8,11,17.6
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630241959,29-08-2021 18:29,1630241100,29-08-2021 18:15,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,6.9,11.2,290,WNW,1002,29.59,0,0,75,75,33.5,92.3,3,1,8,11,17.6
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630242860,29-08-2021 18:44,1630238400,29-08-2021 17:30,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,6.9,11.2,290,WNW,1002,29.59,0,0,75,75,33.5,92.3,3,1,8,11,17.6
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630243761,29-08-2021 18:59,1630242900,29-08-2021 18:45,29,84.2,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,5.6,9,300,WNW,1002,29.59,0,0,79,75,31.6,88.9,3,1,8,11,17.6
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630244661,29-08-2021 19:14,1630243800,29-08-2021 19:00,29,84.2,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,5.6,9,300,WNW,1002,29.59,0,0,79,75,31.7,89,3,1,7,11,17.6
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630245562,29-08-2021 19:29,1630244700,29-08-2021 19:15,29,84.2,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,4.3,6.8,300,WNW,1002,29.59,0,0,79,50,31.7,89,3,1,7,11,17.6
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630250742,29-08-2021 20:55,1630250100,29-08-2021 20:45,29,84.2,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,3.8,6.1,300,WNW,1004,29.65,0,0,79,75,32.1,89.8,3,1,7,9.4,15.1
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630251642,29-08-2021 21:10,1630251000,29-08-2021 21:00,29,84.2,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,3.8,6.1,300,WNW,1004,29.65,0,0,79,75,32.6,90.7,3,1,7,8.3,13.3
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630252543,29-08-2021 21:25,1630251900,29-08-2021 21:15,29,84.2,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,4.3,6.8,280,W,1004,29.65,0,0,79,75,32.6,90.7,3,1,7,8.3,13.3
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630253444,29-08-2021 21:40,1630249200,29-08-2021 20:30,29,84.2,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,4.3,6.8,280,W,1004,29.65,0,0,79,75,33.2,91.7,3,1,7,9.6,15.5
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630254345,29-08-2021 21:55,1630253700,29-08-2021 21:45,29,84.2,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,6.9,11.2,250,WSW,1004,29.65,0,0,79,75,33.2,91.7,3,1,7,9.6,15.5
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630255245,29-08-2021 22:10,1630254600,29-08-2021 22:00,29,84.2,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,6.9,11.2,250,WSW,1004,29.65,0,0,79,75,33.4,92.1,3,1,1,9.2,14.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630256146,29-08-2021 22:25,1630255500,29-08-2021 22:15,29,84.2,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,5.6,9,260,W,1005,29.68,0,0,79,75,33.4,92.1,3,1,1,9.2,14.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630257047,29-08-2021 22:40,1630252800,29-08-2021 21:30,29,84.2,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,5.6,9,260,W,1005,29.68,0,0,79,75,33.4,92.1,3,1,1,9.2,14.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630257948,29-08-2021 22:55,1630257300,29-08-2021 22:45,29,84.2,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,4.3,6.8,280,W,1005,29.68,0,0,79,75,33.4,92.1,3,1,1,9.2,14.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630284440,30-08-2021 06:17,1630284300,30-08-2021 06:15,28,82.4,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,3.8,6.1,270,W,1003,29.62,0,0,84,75,31.7,89.1,3,1,1,7.4,11.9
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630285341,30-08-2021 06:32,1630281600,30-08-2021 05:30,28,82.4,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,3.8,6.1,270,W,1003,29.62,0,0,84,75,31.7,89.1,3,1,1,7.4,11.9
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630286242,30-08-2021 06:47,1630286100,30-08-2021 06:45,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,3.8,6.1,320,NW,1004,29.65,0,0,79,75,33.9,92.9,3,1,1,7.4,11.9
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630287143,30-08-2021 07:02,1630287000,30-08-2021 07:00,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,3.8,6.1,320,NW,1004,29.65,0.1,0,79,75,33.8,92.8,3,1,1,6.9,11.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630288044,30-08-2021 07:17,1630287900,30-08-2021 07:15,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,4.3,6.8,310,NW,1005,29.68,0.1,0,79,75,33.8,92.8,2.5,1,1,6.9,11.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630288944,30-08-2021 07:32,1630285200,30-08-2021 06:30,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,4.3,6.8,310,NW,1005,29.68,0.1,0,79,75,33.8,92.8,2.5,1,1,6.9,11.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630289845,30-08-2021 07:47,1630289700,30-08-2021 07:45,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,4.3,6.8,310,NW,1005,29.68,0.1,0,79,75,33.8,92.8,2.5,1,1,6.9,11.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630290746,30-08-2021 08:02,1630290600,30-08-2021 08:00,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,4.3,6.8,340,NNW,1005,29.68,0,0,79,75,33.7,92.7,2.5,1,1,6.3,10.1
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630291646,30-08-2021 08:17,1630291500,30-08-2021 08:15,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,3.8,6.1,310,NW,1005,29.68,0,0,79,75,33.7,92.7,2.5,1,1,6.3,10.1
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630292547,30-08-2021 08:32,1630288800,30-08-2021 07:30,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,3.8,6.1,310,NW,1005,29.68,0,0,79,75,33.7,92.7,2.5,1,1,6.3,10.1
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630293448,30-08-2021 08:47,1630293300,30-08-2021 08:45,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,5.6,9,310,NW,1005,29.68,0,0,79,75,33.7,92.7,2.5,1,1,6.3,10.1
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630294348,30-08-2021 09:02,1630294200,30-08-2021 09:00,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,5.6,9,310,NW,1005,29.68,0,0,79,75,33.7,92.7,2.5,1,7,6.3,10.1
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630295249,30-08-2021 09:17,1630295100,30-08-2021 09:15,28,82.4,1,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,1243,10.5,16.9,330,NNW,1006,29.71,0,0,89,75,31.6,88.8,2.5,1,7,3.6,5.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630296150,30-08-2021 09:32,1630292400,30-08-2021 08:30,28,82.4,1,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,1243,10.5,16.9,330,NNW,1006,29.71,0,0,89,75,31.6,88.8,2.5,1,7,3.6,5.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630296643,30-08-2021 09:40,1630292400,30-08-2021 08:30,28,82.4,1,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,1243,10.5,16.9,330,NNW,1006,29.71,0,0,89,75,31.6,88.8,2.5,1,7,3.6,5.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630297544,30-08-2021 09:55,1630296900,30-08-2021 09:45,27,80.6,1,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,10.5,16.9,10,N,1006,29.71,0,0,94,75,29.7,85.5,2.5,1,7,3.6,5.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630297951,30-08-2021 10:02,1630297800,30-08-2021 10:00,27,80.6,1,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,10.5,16.9,10,N,1006,29.71,0,0,94,75,29.7,85.5,2.5,1,7,3.4,5.4
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630298444,30-08-2021 10:10,1630297800,30-08-2021 10:00,27,80.6,1,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,10.5,16.9,10,N,1006,29.71,0,0,94,75,29.7,85.5,2.5,1,7,3.4,5.4
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630298852,30-08-2021 10:17,1630298700,30-08-2021 10:15,27,80.6,1,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,10.5,16.9,10,N,1006,29.71,0,0,94,75,29.7,85.5,2.5,1,7,3.4,5.4
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630299345,30-08-2021 10:25,1630298700,30-08-2021 10:15,26,78.8,1,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,1243,8.1,13,340,NNW,1006,29.71,0,0,94,75,28.1,82.6,1.8,1,7,3.4,5.4
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630299753,30-08-2021 10:32,1630296000,30-08-2021 09:30,26,78.8,1,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,1243,8.1,13,340,NNW,1006,29.71,0,0,94,75,28.1,82.6,1.8,1,7,3.4,5.4
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630300246,30-08-2021 10:40,1630296000,30-08-2021 09:30,26,78.8,1,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,1243,8.1,13,340,NNW,1006,29.71,0,0,94,75,28.1,82.6,1.8,1,7,3.4,5.4
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630300648,30-08-2021 10:47,1630300500,30-08-2021 10:45,26,78.8,1,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,5.6,9,330,NNW,1006,29.71,0,0,94,100,28.1,82.6,2.1,1,7,3.4,5.4
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630301147,30-08-2021 10:55,1630300500,30-08-2021 10:45,26,78.8,1,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,5.6,9,330,NNW,1006,29.71,0,0,94,100,28.1,82.6,2.1,1,7,3.4,5.4
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630301554,30-08-2021 11:02,1630301400,30-08-2021 11:00,26,78.8,1,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,5.6,9,330,NNW,1006,29.71,0.1,0,94,100,28,82.4,2.1,1,6,3.6,5.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630302047,30-08-2021 11:10,1630301400,30-08-2021 11:00,26,78.8,1,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,5.6,9,330,NNW,1006,29.71,0.1,0,94,100,28,82.4,2.1,1,6,3.6,5.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630302455,30-08-2021 11:17,1630302300,30-08-2021 11:15,27,80.6,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,4.3,6.8,340,NNW,1006,29.71,0.1,0,89,75,29.5,85.2,2.5,1,6,3.6,5.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630302948,30-08-2021 11:25,1630302300,30-08-2021 11:15,27,80.6,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,4.3,6.8,340,NNW,1006,29.71,0.1,0,89,75,29.5,85.2,2.5,1,6,3.6,5.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630303356,30-08-2021 11:32,1630299600,30-08-2021 10:30,27,80.6,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,4.3,6.8,340,NNW,1006,29.71,0.1,0,89,75,29.5,85.2,2.5,1,6,3.6,5.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630303849,30-08-2021 11:40,1630299600,30-08-2021 10:30,27,80.6,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,4.3,6.8,340,NNW,1006,29.71,0.1,0,89,75,29.5,85.2,2.5,1,6,3.6,5.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630304257,30-08-2021 11:47,1630304100,30-08-2021 11:45,28,82.4,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,5.6,9,330,NNW,1006,29.71,0.1,0,84,75,31.3,88.4,2.5,1,6,3.6,5.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630304750,30-08-2021 11:55,1630304100,30-08-2021 11:45,28,82.4,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,5.6,9,330,NNW,1006,29.71,0.1,0,84,75,31.3,88.4,2.5,1,6,3.6,5.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630305158,30-08-2021 12:02,1630305000,30-08-2021 12:00,28,82.4,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,5.6,9,330,NNW,1006,29.71,0,0,84,75,31,87.9,2.5,1,7,4.5,7.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630305652,30-08-2021 12:10,1630305000,30-08-2021 12:00,28,82.4,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,5.6,9,330,NNW,1006,29.71,0,0,84,75,31,87.9,2.5,1,7,4.5,7.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630306059,30-08-2021 12:17,1630305900,30-08-2021 12:15,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,5.6,9,280,W,1005,29.68,0,0,79,75,33,91.4,2.5,1,7,4.5,7.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630306553,30-08-2021 12:25,1630305900,30-08-2021 12:15,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,5.6,9,280,W,1005,29.68,0,0,79,75,33,91.4,2.5,1,7,4.5,7.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630306960,30-08-2021 12:32,1630303200,30-08-2021 11:30,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,5.6,9,280,W,1005,29.68,0,0,79,75,33,91.4,2.5,1,7,4.5,7.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630307454,30-08-2021 12:40,1630303200,30-08-2021 11:30,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,5.6,9,280,W,1005,29.68,0,0,79,75,33,91.4,2.5,1,7,4.5,7.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630307860,30-08-2021 12:47,1630307700,30-08-2021 12:45,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,5.6,9,280,W,1005,29.68,0,0,79,75,33,91.4,2.5,1,7,4.5,7.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630308355,30-08-2021 12:55,1630307700,30-08-2021 12:45,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,5.6,9,280,W,1005,29.68,0,0,79,75,33,91.4,2.5,1,7,4.5,7.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630311044,30-08-2021 13:40,1630306800,30-08-2021 12:30,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,8.1,13,300,WNW,1005,29.68,0,0,79,75,34.7,94.5,3,1,7,6.7,10.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630311945,30-08-2021 13:55,1630311300,30-08-2021 13:45,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,10.5,16.9,280,W,1005,29.68,0,0,79,75,34.7,94.5,3,1,7,6.7,10.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630312845,30-08-2021 14:10,1630312200,30-08-2021 14:00,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,10.5,16.9,280,W,1005,29.68,0,0,79,75,34.3,93.7,3,1,8,7.4,11.9
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630313746,30-08-2021 14:25,1630313100,30-08-2021 14:15,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,9.4,15.1,340,NNW,1005,29.68,0,0,79,75,32.3,90.1,3,1,8,7.4,11.9
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630314647,30-08-2021 14:40,1630310400,30-08-2021 13:30,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,9.4,15.1,340,NNW,1005,29.68,0,0,79,75,32.3,90.1,3,1,8,7.4,11.9
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630315548,30-08-2021 14:55,1630314900,30-08-2021 14:45,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,5.6,9,300,WNW,1004,29.65,0,0,84,75,32.3,90.1,3,1,8,7.4,11.9
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630316449,30-08-2021 15:10,1630315800,30-08-2021 15:00,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,5.6,9,300,WNW,1004,29.65,0,0,84,75,32,89.7,3,1,8,9.2,14.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630317349,30-08-2021 15:25,1630316700,30-08-2021 15:15,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,11.9,19.1,300,WNW,1004,29.65,0.1,0,79,75,32.1,89.7,3,1,7,9.8,15.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630318251,30-08-2021 15:40,1630314000,30-08-2021 14:30,29,84.2,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,11.9,19.1,300,WNW,1004,29.65,0.1,0,79,75,32.1,89.7,3,1,7,9.8,15.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630319152,30-08-2021 15:55,1630318500,30-08-2021 15:45,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,9.4,15.1,310,NW,1003,29.62,0.1,0,75,75,34.1,93.3,3,1,7,9.8,15.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630320053,30-08-2021 16:10,1630319400,30-08-2021 16:00,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,9.4,15.1,310,NW,1003,29.62,0,0,75,75,34,93.2,3,1,7,13.2,21.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630320954,30-08-2021 16:25,1630320300,30-08-2021 16:15,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,1.3,2.2,310,NW,1003,29.62,0,0,75,75,34,93.2,3,1,7,13.2,21.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630321855,30-08-2021 16:40,1630317600,30-08-2021 15:30,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,1.3,2.2,310,NW,1003,29.62,0,0,75,75,34,93.2,3,1,7,13.2,21.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630322756,30-08-2021 16:55,1630322100,30-08-2021 16:45,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,8.1,13,310,NW,1003,29.62,0,0,75,75,34,93.2,3,1,7,13.2,21.2
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630323657,30-08-2021 17:10,1630323000,30-08-2021 17:00,30,86,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,8.1,13,310,NW,1003,29.62,0.1,0,75,75,34.1,93.4,3,1,6,14.3,23
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630324558,30-08-2021 17:25,1630323900,30-08-2021 17:15,29,84.2,1,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,1243,12.5,20.2,20,NNE,1003,29.62,0.1,0,79,75,32.1,89.8,2.5,1,6,14.3,23
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630325458,30-08-2021 17:40,1630321200,30-08-2021 16:30,29,84.2,1,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,1243,12.5,20.2,20,NNE,1003,29.62,0.1,0,79,75,32.1,89.8,2.5,1,6,14.3,23
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630326359,30-08-2021 17:55,1630325700,30-08-2021 17:45,27,80.6,1,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,9.4,15.1,20,NNE,1004,29.65,0.1,0,89,100,28.8,83.9,2.2,1,6,14.3,23
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630327260,30-08-2021 18:11,1630326600,30-08-2021 18:00,27,80.6,1,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,9.4,15.1,20,NNE,1004,29.65,0,0,89,100,28.9,84,2.2,1,7,14.8,23.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630328161,30-08-2021 18:26,1630327500,30-08-2021 18:15,26,78.8,1,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,1243,9.4,15.1,20,NNE,1004,29.65,0,0,94,100,27.6,81.6,2.2,1,7,14.8,23.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630329188,30-08-2021 18:43,1630324800,30-08-2021 17:30,26,78.8,1,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,1243,9.4,15.1,20,NNE,1004,29.65,0,0,94,100,27.6,81.6,2.2,1,7,14.8,23.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630330089,30-08-2021 18:58,1630329300,30-08-2021 18:45,26,78.8,0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/night/356.png,1243,6.9,11.2,30,NNE,1004,29.65,0,0,89,75,27.6,81.6,2.2,1,7,14.8,23.8
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630336242,30-08-2021 20:40,1630332000,30-08-2021 19:30,27,80.6,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,3.8,6.1,210,SSW,1005,29.68,0,0,79,75,29.2,84.5,2.5,1,7,13.9,22.3
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630337143,30-08-2021 20:55,1630336500,30-08-2021 20:45,27,80.6,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,3.8,6.1,140,SE,1005,29.68,0,0,84,75,29.2,84.5,2.5,1,7,13.9,22.3
Mumbai,Maharashtra,India,18.98,72.83,Asia/Kolkata,1630338044,30-08-2021 21:10,1630337400,30-08-2021 21:00,27,80.6,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,3.8,6.1,140,SE,1005,29.68,0,0,84,75,29.3,84.8,2.5,1,7,11.4,18.4
